city,precinct,zip,race,party,sex,age,turf,voted01,voted00,voted99,family,famsize,represen,reached,other,goaway,nothome,bad,cant,nothing,contact,treatmen,primary
"COLUMBUS","6B",,"","I","",89,403,"Abstained","Abstained","Abstained",6594,1,"Listed","No",0,"No","No","No","No","No","No","Control","Abstained"
"ST PAUL","ST PAUL  W-4 P- 9",,"","","",21,1110,"Abstained","Voted","Abstained",21016,2,"Listed","No",0,"No","No","No","Yes","No","No","Treatment","Abstained"
"Raleigh","01-44",,"W","I","F",54,12,"Abstained","Abstained","Abstained",43321,2,"Listed","No",0,,,"No",,,"No","Control",
"ST PAUL","ST PAUL  W-4 P- 7",,"","","",26,1116,"Voted","Voted","Abstained",8674,3,"Listed","No",0,"No","No","No","No","No","No","Control","Abstained"
"Raleigh","07-04",,"W","R","F",33,20,"Abstained","Voted","Abstained",57177,2,"Listed","No",0,,,"No",,,"No","Control",
"MINNEAPOLIS","MINNEAPOLIS W- 6 P- 9",,"","","",26,121,"Abstained","Abstained","Abstained",3859,1,"Listed","No",0,"No","No","No","No","No","No","Control","Abstained"
"MINNEAPOLIS","MINNEAPOLIS W- 2 P- 5",,"","","",54,29,"Voted","Voted","Voted",1204,3,"Listed","No",0,"No","No","No","No","No","No","Control","Voted"
"COLUMBUS","7A",,"","I","",89,705,"Abstained","Abstained","Abstained",4142,1,"Listed","No",0,"No","No","No","Yes","No","No","Treatment","Abstained"
"DETROIT","",,"","","M",37,1372,"Abstained","Abstained","Abstained",19112,2,"Listed","No",0,"No","No",,"No","Yes","No","Control","Abstained"
"Raleigh","01-37",,"W","R","M",26,9,"Abstained","Abstained","Abstained",34761,4,"Listed","No",0,"No","Yes","No","No","No","No","Treatment",
"Raleigh","01-44",,"W","R","F",73,11,"Abstained","Voted","Abstained",44337,2,"Listed","No",0,,,"No",,,"No","Control",
"MINNEAPOLIS","MINNEAPOLIS W- 6 P- 5",,"","","",55,134,"Abstained","Voted","Abstained",8249,1,"Listed","No",0,"No","No","No","No","Yes","No","Treatment","Abstained"
"MINNEAPOLIS","MINNEAPOLIS W- 2 P- 5",,"","","",74,29,"Abstained","Abstained","Abstained",3557,2,"Listed","No",0,"No","No","No","No","Yes","No","Treatment","Abstained"
"DETROIT","",,"","","M",43,1210,"Voted","Abstained","Abstained",26471,3,"Listed","No",0,"No","Yes",,"No","No","No","Treatment","Voted"
"COLUMBUS","6A",,"","I","",89,412,"Abstained","Abstained","Abstained",6816,2,"Listed","No",0,,,,,,"No","Control","Abstained"
"MINNEAPOLIS","MINNEAPOLIS W- 6 P- 5",,"","","",35,137,"Abstained","Abstained","Abstained",2539,1,"Listed","No",0,"No","No","No","No","No","No","Control","Abstained"
"COLUMBUS","6A",,"","R","",89,412,"Abstained","Abstained","Abstained",6776,1,"Listed","No",0,,,,,,"No","Control","Abstained"
"MINNEAPOLIS","MINNEAPOLIS W- 6 P- 2",,"","","",31,151,"Abstained","Voted","Abstained",3272,2,"Listed","No",0,"No","No","No","No","No","No","Control","Abstained"
"Raleigh","07-01",,"W","D","M",83,15,"Voted","Voted","Voted",53679,2,"Listed","No",0,,,"No",,,"No","Control",
"COLUMBUS","6A",,"","I","",89,412,"Abstained","Abstained","Abstained",6863,2,"Listed","No",0,,,,,,"No","Control","Abstained"
"Raleigh","07-04",,"W","R","F",35,18,"Voted","Voted","Voted",55728,2,"Listed","No",0,,,"No",,,"No","Control",
"Raleigh","07-04",,"W","R","M",81,18,"Abstained","Abstained","Voted",55781,2,"Listed","No",0,,,"No",,,"No","Control",
"Bridgeport","Beardsley School",,"","R","F",77,32,"Abstained","Abstained",,19652,3,"Listed","Yes",0,"No","No","No",,,"Yes","Treatment","Abstained"
"DETROIT","",,"","","F",65,722,"Abstained","Abstained","Abstained",12856,4,"Listed","No",0,"No","Yes",,"No","No","No","Treatment","Abstained"
"ST PAUL","ST PAUL  W-1 P-10",,"","","",29,112,"Abstained","Voted","Abstained",23412,3,"Listed","No",0,"No","Yes","No","No","No","No","Treatment","Abstained"
"DETROIT","",,"","","M",34,728,"Abstained","Abstained","Abstained",13503,1,"Listed","Yes",0,"No","No",,"No","No","Yes","Treatment","Abstained"
"Bridgeport","Luis Munoz Marin S",,"","I","M",63,35,"Abstained","Abstained",,20842,1,"Listed","No",0,"No","Yes","No",,,"No","Treatment","Abstained"
"MINNEAPOLIS","MINNEAPOLIS W- 6 P- 8",,"","","",19,101,"Abstained","Abstained","Abstained",3360,1,"Listed","No",0,"No","No","No","No","Yes","No","Treatment","Abstained"
"Raleigh","07-04",,"W","R","F",78,20,"Voted","Voted","Voted",55523,2,"Listed","No",0,,,"No",,,"No","Control",
"DETROIT","",,"","","F",59,761,"Voted","Voted","Abstained",14341,3,"Listed","No",0,"No","No",,"No","Yes","No","Control","Abstained"
"DETROIT","",,"","","F",43,1226,"Abstained","Abstained","Abstained",23706,3,"Listed","No",0,"No","No",,"No","Yes","No","Treatment","Abstained"
"MINNEAPOLIS","MINNEAPOLIS W- 6 P- 2",,"","","",33,152,"Abstained","Abstained","Abstained",4374,1,"Listed","No",0,"No","Yes","No","No","No","No","Treatment","Abstained"
"COLUMBUS","3F",,"","I","",89,16,"Abstained","Abstained","Abstained",14868,1,"Listed","No",0,,,,,,"No","Control","Abstained"
"ST PAUL","ST PAUL  W-4 P-11",,"","","",48,1132,"Voted","Voted","Voted",3985,3,"Listed","No",0,"No","No","No","No","No","No","Control","Voted"
"COLUMBUS","7A",,"","I","",89,706,"Abstained","Abstained","Abstained",980,2,"Listed","No",0,"No","No","No","Yes","No","No","Treatment","Abstained"
"DETROIT","",,"","","F",60,731,"Abstained","Voted","Abstained",11110,1,"Listed","No",0,"No","No",,"No","Yes","No","Control","Abstained"
"Bridgeport","Colombus School",,"","D","M",36,25,"Abstained","Abstained",,15485,1,"Listed","No",0,"No","No","Yes",,,"No","Treatment","Abstained"
"Raleigh","01-01",,"B","D","M",41,2,"Abstained","Abstained","Abstained",248,2,"Listed","No",0,,,"No",,,"No","Control",
"Raleigh","01-37",,"W","I","M",53,9,"Abstained","Abstained","Abstained",35100,2,"Listed","No",0,"No","Yes","No","No","No","No","Treatment",
"ST PAUL","ST PAUL  W-1 P- 3",,"","","",44,110,"Abstained","Abstained","Abstained",20100,2,"Listed","No",0,"No","No","Yes","No","No","No","Treatment","Abstained"
"Raleigh","01-12",,"W","R","F",37,4,"Abstained","Voted","Abstained",9361,2,"Listed","Yes",0,"No","No","No","No","No","Yes","Treatment",
"Raleigh","01-37",,"W","D","M",75,9,"Voted","Voted","Voted",34766,2,"Listed","No",0,,,"No",,,"No","Control",
"Raleigh","01-43",,"W","I","F",30,10,"Abstained","Abstained","Abstained",43152,2,"Listed","No",0,"No","Yes","No","No","No","No","Treatment",
"DETROIT","",,"","","F",50,715,"Abstained","Abstained","Abstained",11902,1,"Listed","No",0,"No","No",,"No","Yes","No","Control","Abstained"
"ST PAUL","ST PAUL  W-4 P- 9",,"","","",55,1115,"Abstained","Voted","Voted",9882,2,"Listed","No",0,"No","Yes","No","No","No","No","Treatment","Abstained"
"Bridgeport","Black Rock School",,"","I","F",48,40,"Voted","Voted",,24587,4,"Listed","No",0,"No","No","No",,,"No","Control","Abstained"
"DETROIT","",,"","","M",65,765,"Voted","Voted","Abstained",14367,2,"Listed","No",0,"No","No",,"No","Yes","No","Control","Voted"
"COLUMBUS","6B",,"","","",89,403,"Abstained","Voted","Abstained",6592,1,"Listed","No",0,"No","No","No","No","No","No","Control","Abstained"
"DETROIT","",,"","","F",70,1222,"Voted","Voted","Abstained",23159,3,"Listed","No",0,"No","No",,"No","Yes","No","Control","Voted"
"ST PAUL","ST PAUL  W-4 P- 9",,"","","",76,1110,"Voted","Voted","Voted",8131,2,"Listed","No",0,"No","Yes","No","No","No","No","Treatment","Abstained"
"DETROIT","",,"","","F",82,702,"Abstained","Voted","Abstained",12511,2,"Listed","No",0,"No","No",,"No","Yes","No","Control","Abstained"
"DETROIT","",,"","","F",28,712,"Abstained","Abstained","Abstained",11745,3,"Listed","No",0,"No","No",,"No","Yes","No","Control","Abstained"
"MINNEAPOLIS","MINNEAPOLIS W- 6 P- 2",,"","","",55,152,"Abstained","Voted","Abstained",1932,1,"Listed","No",0,"No","No","No","No","Yes","No","Treatment","Abstained"
"COLUMBUS","4E",,"","I","",89,412,"Abstained","Abstained","Abstained",17507,2,"Listed","No",0,"No","Yes","No","No","No","No","Treatment","Abstained"
"MINNEAPOLIS","MINNEAPOLIS W- 6 P- 8",,"","","",21,103,"Abstained","Abstained","Abstained",3502,1,"Listed","No",0,"No","No","Yes","No","No","No","Treatment","Abstained"
"MINNEAPOLIS","MINNEAPOLIS W- 6 P-10",,"","","",40,111,"Abstained","Voted","Abstained",5155,2,"Listed","No",0,"No","Yes","No","No","No","No","Treatment","Abstained"
"MINNEAPOLIS","MINNEAPOLIS W- 6 P- 5",,"","","",29,134,"Abstained","Abstained","Abstained",8204,1,"Listed","No",0,"No","No","No","No","Yes","No","Treatment","Abstained"
"Raleigh","07-09",,"W","D","M",64,23,"Voted","Voted","Voted",62429,2,"Listed","No",0,,,"No",,,"No","Control",
"DETROIT","",,"","","F",25,1210,"Voted","Voted","Abstained",26335,3,"Listed","Yes",0,"No","No",,"No","No","Yes","Treatment","Abstained"
"MINNEAPOLIS","MINNEAPOLIS W- 6 P- 5",,"","","",33,136,"Voted","Voted","Abstained",7097,1,"Listed","No",0,"No","No","No","No","No","No","Control","Abstained"
"Raleigh","01-43",,"W","R","M",59,10,"Voted","Voted","Voted",42635,3,"Listed","No",0,,,"No",,,"No","Control",
"Raleigh","01-12",,"W","D","M",45,5,"Abstained","Abstained","Abstained",9136,2,"Listed","Yes",0,"No","No","No","No","No","Yes","Treatment",
"MINNEAPOLIS","MINNEAPOLIS W- 6 P- 8",,"","","",25,102,"Abstained","Abstained","Abstained",4721,1,"Listed","No",0,"No","Yes","No","No","No","No","Treatment","Abstained"
"MINNEAPOLIS","MINNEAPOLIS W- 6 P- 5",,"","","",47,137,"Abstained","Voted","Abstained",2103,1,"Listed","No",0,"No","Yes","No","No","No","No","Treatment","Abstained"
"Bridgeport","Black Rock School",,"","D","F",43,42,"Abstained","Abstained",,26598,3,"Listed","No",0,"No","No","No",,,"No","Control","Abstained"
"COLUMBUS","3A",,"","R","",89,18,"Abstained","Voted","Voted",14065,1,"Listed","No",0,"No","No","No","No","No","No","Control","Abstained"
"COLUMBUS","6B",,"","I","",89,403,"Abstained","Abstained","Abstained",21648,1,"Listed","No",0,"No","No","No","No","No","No","Control","Abstained"
"COLUMBUS","3A",,"","I","",89,15,"Abstained","Abstained","Abstained",13752,1,"Listed","No",0,"No","Yes","No","No","No","No","Treatment","Abstained"
"Bridgeport","Black Rock School",,"","D","F",32,24,"Abstained","Abstained",,14896,1,"Listed","No",0,"No","Yes","No",,,"No","Treatment","Abstained"
"Bridgeport","Black Rock School",,"","R","F",87,12,"Abstained","Voted",,8461,1,"Listed","No",0,"No","Yes","No",,,"No","Treatment","Voted"
"DETROIT","",,"","","F",72,711,"Voted","Voted","Abstained",11617,1,"Listed","No",0,"No","No",,"No","Yes","No","Control","Voted"
"Raleigh","07-04",,"W","I","F",25,20,"Abstained","Abstained","Abstained",57180,4,"Listed","No",0,,,"No",,,"No","Control",
"Raleigh","01-01",,"W","I","M",29,2,"Voted","Voted","Abstained",720,2,"Listed","No",0,"No","No","Yes","Yes","No","No","Treatment",
"DETROIT","",,"","","F",54,1142,"Voted","Voted","Abstained",29210,1,"Listed","No",0,"No","No",,"No","Yes","No","Control","Voted"
"ST PAUL","ST PAUL  W-1 P-23",,"","","",30,186,"Abstained","Abstained","Abstained",27311,2,"Listed","No",0,"No","Yes","No","No","No","No","Treatment","Abstained"
"Bridgeport","Harbor View Towers",,"","I","F",33,37,"Abstained","Abstained",,23011,3,"Listed","No",0,"No","Yes","No",,,"No","Treatment","Abstained"
"Raleigh","01-28",,"B","D","F",76,7,"Abstained","Voted","Voted",25020,2,"Listed","No",0,,,"No",,,"No","Control",
"MINNEAPOLIS","MINNEAPOLIS W- 6 P- 2",,"","","",56,152,"Voted","Voted","Voted",2696,1,"Listed","No",0,"No","Yes","No","No","No","No","Treatment","Abstained"
"ST PAUL","ST PAUL  W-4 P-10",,"","","",38,1122,"Abstained","Voted","Abstained",5496,2,"Listed","No",0,"No","No","No","No","No","No","Control","Abstained"
"DETROIT","",,"","","F",33,1206,"Voted","Voted","Abstained",26544,2,"Listed","No",0,"No","Yes",,"No","No","No","Treatment","Abstained"
"MINNEAPOLIS","MINNEAPOLIS W- 6 P- 8",,"","","",36,104,"Abstained","Voted","Abstained",1256,1,"Listed","No",0,"No","No","No","No","No","No","Control","Abstained"
"DETROIT","",,"","","F",54,721,"Voted","Voted","Abstained",12764,2,"Listed","No",0,"No","Yes",,"No","No","No","Treatment","Voted"
"ST PAUL","ST PAUL  W-1 P-23",,"","","",52,185,"Voted","Voted","Voted",24431,2,"Listed","No",0,"No","No","No","No","No","No","Control","Voted"
"COLUMBUS","6B",,"","I","",89,402,"Abstained","Abstained","Abstained",22712,1,"Listed","No",0,"No","No","No","No","No","No","Control","Abstained"
"COLUMBUS","7C",,"","I","",89,702,"Abstained","Abstained","Abstained",10636,1,"Listed","No",0,"No","No","Yes","No","No","No","Treatment","Abstained"
"Raleigh","07-04",,"W","I","M",45,18,"Abstained","Voted","Abstained",55730,4,"Listed","No",0,,,"No",,,"No","Control",
"COLUMBUS","6B",,"","I","",89,401,"Abstained","Abstained","Abstained",2392,1,"Listed","No",0,"No","No","No","Yes","No","No","Treatment","Abstained"
"MINNEAPOLIS","MINNEAPOLIS W- 6 P-10",,"","","",41,113,"Abstained","Abstained","Abstained",5377,2,"Listed","No",0,"No","No","No","No","No","No","Control","Abstained"
"COLUMBUS","6B",,"","I","",89,402,"Abstained","Voted","Abstained",19383,1,"Listed","No",0,"No","No","No","No","No","No","Control","Abstained"
"MINNEAPOLIS","MINNEAPOLIS W- 6 P- 8",,"","","",28,104,"Abstained","Abstained","Abstained",3590,2,"Listed","No",0,"No","No","No","Yes","No","No","Treatment","Abstained"
"Raleigh","07-04",,"W","I","M",24,18,"Abstained","Voted","Abstained",55753,4,"Listed","No",0,"No","Yes","No","No","No","No","Treatment",
"ST PAUL","ST PAUL  W-4 P-11",,"","","",31,1133,"Abstained","Voted","Voted",26273,2,"Listed","No",0,"No","No","No","No","No","No","Treatment","Abstained"
"MINNEAPOLIS","MINNEAPOLIS W- 6 P-10",,"","","",31,113,"Voted","Voted","Abstained",4809,2,"Listed","Yes",0,"No","No","No","No","No","Yes","Treatment","Abstained"
"COLUMBUS","6A",,"","I","",89,403,"Abstained","Abstained","Abstained",12437,2,"Listed","No",0,"No","No","No","No","No","No","Control","Abstained"
"DETROIT","",,"","","M",54,720,"Abstained","Voted","Abstained",12707,2,"Listed","No",0,"No","No",,"No","Yes","No","Control","Abstained"
"Raleigh","01-13",,"W","D","F",80,6,"Abstained","Voted","Abstained",10042,2,"Listed","No",0,,,"No",,,"No","Control",
"Raleigh","01-44",,"B","D","F",22,11,"Abstained","Abstained","Abstained",44241,2,"Listed","Yes",0,"No","No","No","No","No","Yes","Treatment",
"COLUMBUS","6B",,"","I","",89,401,"Abstained","Abstained","Abstained",18252,3,"Listed","No",0,"No","Yes","No","No","No","No","Treatment","Abstained"
"COLUMBUS","6A",,"","I","",89,412,"Abstained","Abstained","Abstained",19791,2,"Listed","No",0,,,,,,"No","Control","Abstained"
"MINNEAPOLIS","MINNEAPOLIS W- 6 P- 5",,"","","",44,137,"Abstained","Voted","Abstained",2687,1,"Listed","No",0,"No","No","No","Yes","No","No","Treatment","Voted"
"Raleigh","01-12",,"W","D","F",55,4,"Voted","Voted","Voted",9392,2,"Listed","Yes",0,"No","No","No","No","No","Yes","Treatment",
"ST PAUL","ST PAUL  W-4 P- 9",,"","","",23,1111,"Abstained","Voted","Abstained",8359,4,"Listed","No",0,"No","No","No","Yes","No","No","Treatment","Abstained"
"ST PAUL","ST PAUL  W-1 P-22",,"","","",52,191,"Voted","Voted","Voted",27700,2,"Listed","No",0,"No","Yes","No","No","No","No","Treatment","Voted"
"DETROIT","",,"","","F",82,763,"Abstained","Abstained","Voted",14545,2,"Listed","No",0,"No","Yes",,"No","No","No","Treatment","Abstained"
"Raleigh","01-13",,"B","D","F",20,6,"Abstained","Abstained","Abstained",10172,2,"Listed","Yes",0,"No","No","No","No","No","Yes","Treatment",
"ST PAUL","ST PAUL  W-1 P-22",,"","","",45,190,"Abstained","Voted","Abstained",27455,3,"Listed","No",0,"No","No","No","No","No","No","Control","Abstained"
"DETROIT","",,"","","M",40,1211,"Voted","Voted","Abstained",25737,1,"Listed","No",0,"No","Yes",,"No","No","No","Treatment","Voted"
"COLUMBUS","7A",,"","","",89,705,"Abstained","Voted","Abstained",4143,1,"Listed","No",0,"No","No","No","Yes","No","No","Treatment","Abstained"
"Raleigh","07-07",,"W","R","M",30,22,"Abstained","Voted","Abstained",61002,2,"Listed","No",0,,,"No",,,"No","Control",
"COLUMBUS","7A",,"","I","",89,706,"Abstained","Abstained","Abstained",25420,2,"Listed","No",0,"No","Yes","No","No","No","No","Treatment","Abstained"
"MINNEAPOLIS","MINNEAPOLIS W- 6 P- 5",,"","","",52,134,"Voted","Voted","Abstained",8286,1,"Listed","No",0,"No","No","No","No","Yes","No","Treatment","Abstained"
"DETROIT","",,"","","F",73,714,"Abstained","Abstained","Abstained",11716,3,"Listed","No",0,"No","No",,"No","Yes","No","Control","Abstained"
"ST PAUL","ST PAUL  W-1 P- 3",,"","","",33,110,"Abstained","Voted","Abstained",23568,2,"Listed","No",0,"No","Yes","No","No","No","No","Treatment","Abstained"
"COLUMBUS","6C",,"","","",89,412,"Abstained","Voted","Abstained",4236,1,"Listed","No",0,,,,"Yes",,"No","Treatment","Abstained"
"COLUMBUS","7A",,"","I","",89,707,"Abstained","Abstained","Abstained",23235,2,"Listed","No",0,"No","No","No","No","No","No","Control","Abstained"
"Bridgeport","Colombus School",,"","D","F",76,10,"Abstained","Voted",,7037,1,"Listed","Yes",0,"No","No","No",,,"Yes","Treatment","Abstained"
"ST PAUL","ST PAUL  W-1 P-22",,"","","",53,190,"Voted","Voted","Voted",28779,2,"Listed","No",0,"No","No","Yes","No","No","No","Treatment","Voted"
"Bridgeport","Colombus School",,"","D","F",52,20,"Abstained","Voted",,13939,2,"Listed","No",0,"No","No","No",,,"No","Control","Abstained"
"COLUMBUS","3A",,"","I","",89,16,"Abstained","Voted","Abstained",6201,2,"Listed","No",0,,,,,,"No","Control","Abstained"
"Bridgeport","Black Rock School",,"","I","F",77,12,"Abstained","Voted",,8518,1,"Listed","No",0,"No","No","No",,,"No","Control","Abstained"
"Raleigh","07-01",,"W","R","F",42,14,"Voted","Voted","Abstained",53629,2,"Listed","No",0,,,"No",,,"No","Control",
"DETROIT","",,"","","F",68,1178,"Voted","Voted","Abstained",28050,3,"Listed","No",0,"No","No",,"No","Yes","No","Treatment","Voted"
"DETROIT","",,"","","M",30,1371,"Abstained","Voted","Abstained",19188,2,"Listed","No",0,"No","No",,"No","Yes","No","Control","Abstained"
"ST PAUL","ST PAUL  W-1 P- 3",,"","","",57,110,"Abstained","Voted","Voted",21774,2,"Listed","No",0,"No","No","No","No","No","No","Control","Abstained"
"COLUMBUS","7A",,"","I","",89,706,"Abstained","Abstained","Abstained",19865,2,"Listed","No",0,"No","Yes","No","No","No","No","Treatment","Abstained"
"ST PAUL","ST PAUL  W-4 P-11",,"","","",31,1130,"Abstained","Voted","Abstained",3986,2,"Listed","No",0,"No","Yes","No","No","No","No","Treatment","Abstained"
"COLUMBUS","3A",,"","I","",89,18,"Abstained","Voted","Abstained",23385,3,"Listed","No",0,"No","No","No","No","No","No","Control","Abstained"
"ST PAUL","ST PAUL  W-4 P-10",,"","","",44,1122,"Voted","Voted","Voted",6548,2,"Listed","No",0,"No","No","No","No","No","No","Control","Voted"
"COLUMBUS","4E",,"","I","",89,412,"Abstained","Abstained","Abstained",3406,1,"Listed","No",0,,,,,,"No","Control","Abstained"
"COLUMBUS","6A",,"","R","",89,412,"Voted","Voted","Abstained",19011,3,"Listed","No",0,"No","No","No","No","No","No","Control","Abstained"
"MINNEAPOLIS","MINNEAPOLIS W- 6 P- 5",,"","","",23,137,"Voted","Voted","Abstained",6988,1,"Listed","No",0,"No","No","No","No","No","No","Control","Abstained"
"ST PAUL","ST PAUL  W-4 P-11",,"","","",27,1134,"Abstained","Voted","Abstained",4688,2,"Listed","No",0,"No","No","No","No","No","No","Control","Abstained"
"COLUMBUS","3A",,"","D","",89,15,"Abstained","Voted","Abstained",13434,2,"Listed","No",0,"No","No","No","No","No","No","Control","Abstained"
"Bridgeport","Colombus School",,"","I","F",89,38,"Abstained","Abstained",,23807,3,"Listed","No",0,"No","No","No",,,"No","Control","Abstained"
"ST PAUL","ST PAUL  W-1 P-16",,"","","",31,107,"Abstained","Voted","Abstained",17739,2,"Listed","No",0,"No","No","No","No","No","No","Control","Abstained"
"Bridgeport","Beardsley School",,"","D","M",30,1,"Abstained","Abstained",,482,2,"Listed","No",0,"No","No","No",,,"No","Control","Abstained"
"Bridgeport","Harbor View Towers",,"","D","F",38,32,"Abstained","Abstained",,19513,1,"Listed","No",0,"No","No","No",,,"No","Control","Abstained"
"Raleigh","07-01",,"W","D","F",47,14,"Voted","Voted","Voted",53603,2,"Listed","No",0,,,"No",,,"No","Control",
"DETROIT","",,"","","M",50,731,"Voted","Voted","Abstained",13070,2,"Listed","Yes",0,"No","No",,"No","No","Yes","Treatment","Abstained"
"COLUMBUS","3F",,"","I","",89,16,"Abstained","Abstained","Abstained",10739,2,"Listed","No",0,"No","Yes","No","No","No","No","Treatment","Abstained"
"Raleigh","01-37",,"W","R","M",45,9,"Abstained","Voted","Abstained",34395,2,"Listed","No",0,,,"No",,,"No","Control",
"COLUMBUS","3F",,"","I","",89,16,"Abstained","Abstained","Abstained",15067,3,"Listed","No",0,"No","No","No","No","Yes","No","Treatment","Abstained"
"DETROIT","",,"","","F",46,1215,"Abstained","Voted","Abstained",25991,2,"Listed","No",0,"No","Yes",,"No","No","No","Treatment","Abstained"
"MINNEAPOLIS","MINNEAPOLIS W- 6 P- 2",,"","","",68,151,"Abstained","Voted","Abstained",3985,1,"Listed","No",0,"No","No","No","No","No","No","Control","Abstained"
"Raleigh","01-28",,"B","D","M",42,8,"Abstained","Voted","Abstained",23830,2,"Listed","No",0,"No","No","No","No","Yes","No","Treatment",
"Raleigh","01-01",,"W","R","M",41,1,"Abstained","Voted","Voted",688,3,"Listed","Yes",0,"No","No","No","No","No","Yes","Treatment",
"DETROIT","",,"","","F",67,769,"Abstained","Abstained","Abstained",13794,1,"Listed","No",0,"No","No",,"No","Yes","No","Control","Abstained"
"ST PAUL","ST PAUL  W-4 P- 9",,"","","",49,1115,"Voted","Voted","Voted",9812,4,"Listed","No",0,"No","Yes","No","No","No","No","Treatment","Abstained"
"MINNEAPOLIS","MINNEAPOLIS W- 6 P- 9",,"","","",59,124,"Voted","Voted","Abstained",64,1,"Listed","No",0,"No","No","No","No","Yes","No","Treatment","Voted"
"COLUMBUS","6B",,"","R","",89,403,"Abstained","Voted","Abstained",19176,4,"Listed","No",0,"No","No","No","No","No","No","Control","Abstained"
"COLUMBUS","6C",,"","I","",89,412,"Abstained","Abstained","Abstained",5033,1,"Listed","No",0,,,,,,"No","Control","Abstained"
"DETROIT","",,"","","F",85,703,"Abstained","Abstained","Abstained",11928,1,"Listed","No",0,"No","No",,"Yes","No","No","Treatment","Abstained"
"ST PAUL","ST PAUL  W-4 P-11",,"","","",44,1130,"Voted","Voted","Voted",5179,2,"Listed","No",0,"No","Yes","No","No","No","No","Treatment","Abstained"
"Bridgeport","Harbor View Towers",,"","R","M",36,32,"Abstained","Abstained",,19529,2,"Listed","No",0,"No","No","No",,,"No","Control","Abstained"
"DETROIT","",,"","","F",39,741,"Abstained","Abstained","Abstained",11192,2,"Listed","No",0,"No","Yes",,"No","No","No","Treatment","Abstained"
"DETROIT","",,"","","M",18,747,"Abstained","Abstained","Abstained",13940,2,"Listed","No",0,"No","No",,"No","Yes","No","Control","Abstained"
"DETROIT","",,"","","F",55,742,"Voted","Voted","Voted",11062,3,"Listed","No",0,"No","No",,"No","Yes","No","Control","Voted"
"COLUMBUS","3A",,"","I","",89,18,"Voted","Voted","Voted",21590,2,"Listed","No",0,"No","No","Yes","No","No","No","Treatment","Abstained"
"Bridgeport","Harbor View Towers",,"","I","M",44,30,"Abstained","Abstained",,17871,2,"Listed","No",0,"No","No","No",,,"No","Treatment","Abstained"
"MINNEAPOLIS","MINNEAPOLIS W- 6 P- 5",,"","","",22,137,"Abstained","Voted","Abstained",1956,2,"Listed","No",0,"No","No","No","No","No","No","Control","Abstained"
"Raleigh","01-37",,"W","R","M",43,9,"Voted","Voted","Abstained",34326,2,"Listed","No",0,,,"No",,,"No","Control",
"Raleigh","01-12",,"W","I","M",36,4,"Abstained","Voted","Abstained",8986,2,"Listed","Yes",0,"No","No","No","No","No","Yes","Treatment",
"ST PAUL","ST PAUL  W-1 P-23",,"","","",28,185,"Abstained","Voted","Abstained",23806,2,"Listed","No",0,"No","No","No","Yes","No","No","Treatment","Abstained"
"MINNEAPOLIS","MINNEAPOLIS W- 6 P- 9",,"","","",31,124,"Abstained","Abstained","Abstained",2820,1,"Listed","No",0,"No","No","No","No","No","No","Control","Abstained"
"Bridgeport","Luis Munoz Marin S",,"","D","M",23,45,"Abstained","Abstained",,27873,4,"Listed","No",0,"No","Yes","No",,,"No","Treatment","Abstained"
"Bridgeport","Colombus School",,"","D","F",33,27,"Abstained","Abstained",,16218,1,"Listed","No",0,"No","No","No",,,"No","Control","Abstained"
"DETROIT","",,"","","F",75,721,"Voted","Voted","Abstained",12698,1,"Listed","No",0,"No","Yes",,"No","No","No","Treatment","Voted"
"Bridgeport","Colombus School",,"","I","F",36,19,"Abstained","Abstained",,13659,1,"Listed","No",0,"No","No","No",,,"No","Treatment","Abstained"
"ST PAUL","ST PAUL  W-1 P- 3",,"","","",37,110,"Voted","Voted","Abstained",21540,2,"Listed","No",0,"No","No","Yes","No","No","No","Treatment","Abstained"
"DETROIT","",,"","","F",44,1222,"Voted","Voted","Abstained",23118,1,"Listed","Yes",0,"No","No",,"No","No","Yes","Treatment","Voted"
"Bridgeport","Luis Munoz Marin S",,"","D","F",42,37,"Abstained","Abstained",,23107,2,"Listed","No",0,"No","No","No",,,"No","Control","Abstained"
"Raleigh","01-28",,"B","D","F",38,8,"Abstained","Abstained","Abstained",23729,2,"Listed","No",0,,,"No",,,"No","Control",
"MINNEAPOLIS","MINNEAPOLIS W- 6 P- 2",,"","","",41,152,"Abstained","Abstained","Abstained",4380,1,"Listed","No",0,"No","Yes","No","No","No","No","Treatment","Abstained"
"ST PAUL","ST PAUL  W-4 P- 7",,"","","",54,1118,"Abstained","Voted","Voted",26983,3,"Listed","No",0,"Yes","No","No","No","No","No","Treatment","Abstained"
"DETROIT","",,"","","F",61,1211,"Abstained","Abstained","Abstained",25915,2,"Listed","No",0,"No","Yes",,"No","No","No","Treatment","Abstained"
"Raleigh","01-12",,"W","D","M",63,4,"Abstained","Abstained","Abstained",9053,3,"Listed","Yes",0,"No","No","No","No","No","Yes","Treatment",
"Raleigh","07-07",,"O","R","M",59,21,"Abstained","Voted","Abstained",60599,2,"Listed","No",0,,,"No",,,"No","Control",
"DETROIT","",,"","","",72,731,"Abstained","Abstained","Voted",13075,4,"Listed","No",0,"No","No",,"No","Yes","No","Control","Voted"
"DETROIT","",,"","","M",25,745,"Abstained","Abstained","Abstained",11241,1,"Listed","No",0,"No","No",,"No","Yes","No","Control","Abstained"
